name,wikiID,alt,city,midpointX,midpointY,,Y+X
客人坑,,,南投縣,120.653,23.6781,,"23.6781,120.653"
客雅南北圳,,,新竹市,120.937,24.8015,,"24.8015,120.937"
客雅溪,,,新竹縣,120.983,24.7675,,"24.7675,120.983"
客雅溪,,,新竹市,120.924,24.8136,,"24.8136,120.924"
客雅溪,Q10949817,,新竹縣,,,,","
客雅溪,,,,,,,","
屎穴溝,,,高雄市,120.392,22.922,,"22.922,120.392"
屎穴溝,,,臺南市,120.392,22.922,,"22.922,120.392"
巷內坑,,,新北市,121.994,25.0068,,"25.0068,121.994"
建和溪,,,臺東縣,121.042,22.7326,,"22.7326,121.042"
待人北坑,,,彰化縣,120.555,24.0621,,"24.0621,120.555"
後大埔溪,,,嘉義縣,120.807,23.4913,,"23.4913,120.807"
後旦溪,,,臺南市,120.472,23.123,,"23.123,120.472"
後旦溪,#N/A,,臺南市,,,,","
後庄仔埤,,,桃園市,121.145,25.0043,,"25.0043,121.145"
後庄埤,,,雲林縣,120.522,23.6927,,"23.6927,120.522"
後池堰,,,桃園市,121.249,24.8194,,"24.8194,121.249"
後坑子坑,,,新北市,121.512,25.2745,,"25.2745,121.512"
後坑子溪,,,新北市,121.62,24.9023,,"24.9023,121.62"
後坑子溪,#N/A,後坑溪,新北市,,,,","
後坑仔溪,,,嘉義縣,120.538,23.4288,,"23.4288,120.538"
後坑溪,,,新北市,121.348,25.1288,,"25.1288,121.348"
後村圳,,,新北市,121.419,25.0213,,"25.0213,121.419"
後勁溪,,,高雄市,120.328,22.7099,,"22.7099,120.328"
後勁溪,Q11070207,,高雄市,,,,","
後勁溪,,,,,,,","
後勁溪後勁支線,,,高雄市,120.291,22.724,,"22.724,120.291"
後洲溪,Q16928941,,新北市,,,,","
後洲溪,,,,,,,","
後厝溪,,,桃園市,121.211,25.0909,,"25.0909,121.211"
後厝溪,,,新北市,121.455,25.245,,"25.245,121.455"
後堀溪,,,嘉義縣,120.531,23.069,,"23.069,120.531"
後堀溪,,,臺南市,120.45,23.1152,,"23.1152,120.45"
後堀溪,Q10296269,,臺南市,,,,","
後堀溪,,,,,,,","
後港溪,,,彰化縣,120.344,23.9659,,"23.9659,120.344"
後湖塘(桃園大圳第十,,,桃園市,121.094,24.982,,"24.982,121.094"
後湖溪,,,桃園市,121.028,25.0014,,"25.0014,121.028"
後街溪,,,桃園市,121.295,25.0486,,"25.0486,121.295"
後慈湖,,,桃園市,121.303,24.8447,,"24.8447,121.303"
後寮溪,,,屏東縣,120.47,22.4628,,"22.4628,120.47"
後寮溪,,,新北市,120.786,23.8668,,"23.8668,120.786"
後寮溪,,,南投縣,120.773,23.868,,"23.868,120.773"
後寮溪,#N/A,,新北市,,,,","
後層坑,,,臺南市,120.59,23.1393,,"23.1393,120.59"
後壁坑,,,南投縣,120.437,23.1322,,"23.1322,120.437"
後壁坑,,,臺南市,120.437,23.1322,,"23.1322,120.437"
後壁湖漁港,,,屏東縣,120.745,21.9439,,"21.9439,120.745"
後壁溪,,,臺南市,120.416,22.9485,,"22.9485,120.416"
後壁溪,,,屏東縣,120.417,22.9504,,"22.9504,120.417"
後龍溪,,,苗栗縣,120.789,24.6115,,"24.6115,120.789"
後龍溪,Q11070260,,苗栗縣,,,,","
後龍溪,,,,,,,","
後灣港,,,屏東縣,120.697,22.0424,,"22.0424,120.697"
思樣子坑,,,臺南市,120.439,23.1686,,"23.1686,120.439"
急水溪,,,臺南市,120.124,23.2957,,"23.2957,120.124"
急水溪,Q8007897,,臺南市,,,,","
急水溪,,,,,,,","
拜律溪,,,屏東縣,120.866,22.0754,,"22.0754,120.866"
拱子溝,,,新竹縣,121.177,24.8166,,"24.8166,121.177"
拱子溝溪,,,花蓮縣,121.316,23.2696,,"23.2696,121.316"
拷潭大排水溝,,,高雄市,120.385,22.5871,,"22.5871,120.385"
指南溪,,,臺北市,121.579,24.9842,,"24.9842,121.579"
指南溪,Q16926942,,臺北市,,,,","
挖子漁港,,,新北市,121.951,25.0216,,"25.0216,121.951"
春日溪,,,花蓮縣,121.395,23.4526,,"23.4526,121.395"
柑子林溝,,,高雄市,120.504,23.0102,,"23.0102,120.504"
柑仔山溪,,,臺東縣,121.367,23.1557,,"23.1557,121.367"
柑仔山溪,,,,,,,","
柑仔坑,,牛相觸三號坑,,120.923,23.975,,"23.975,120.923"
柑仔坑,,,宜蘭縣,121.641,24.6519,,"24.6519,121.641"
柑仔坑(牛相觸三號坑),,,南投縣,120.923,23.975,,"23.975,120.923"
柑仔坑溪,#N/A,,宜蘭縣,,,,","
柑林坑,,,南投縣,120.83,23.8046,,"23.8046,120.83"
柑脚溪,,,,,,,","
柑腳溪,,,新北市,121.82,25.0213,,"25.0213,121.82"
柚子腳坑,,,臺南市,120.627,23.1826,,"23.1826,120.627"
柚子頭溪,,,臺南市,120.503,23.3404,,"23.3404,120.503"
柚子頭溪,,,台南白河區,,,,","
柚仔坑,,,臺中市,120.744,24.0176,,"24.0176,120.744"
柚仔坑溪,,,臺南市,120.46,23.2351,,"23.2351,120.46"
柯子湖溪,Q64358779,柯壢坑,新竹縣,,,,","
柯志溪,,,,,,,","
柯厝坑,,,桃園市,121.401,25.0475,,"25.0475,121.401"
柯厝坑,,,新北市,121.401,25.0475,,"25.0475,121.401"
柯殼溪,,,臺南市,120.382,23.0369,,"23.0369,120.382"
柳川,Q11109617,,臺中市,,,,","
柳川,,,,,,,","
柳仔坑,,,彰化縣,120.632,23.8133,,"23.8133,120.632"
柳樹埤,,,桃園市,121.259,24.8847,,"24.8847,121.259"
段巷溪,,,高雄市,120.569,22.9291,,"22.9291,120.569"
段巷溪,,,,,,,","
泉水坑,,,桃園市,121.216,24.8832,,"24.8832,121.216"
泉州厝溝,,,嘉義縣,120.586,23.4807,,"23.4807,120.586"
洋仔厝溪,,,彰化縣,120.451,24.0939,,"24.0939,120.451"
洋仔厝溪,Q21041637,,彰化縣,,,,","
洋仔厝溪,,,,,,,","
洗水坑,,,苗栗縣,120.905,24.4471,,"24.4471,120.905"
洗布埤,,,臺南市,120.355,23.2412,,"23.2412,120.355"
津林溪,Q11146444,,臺東縣,,,,","
津林溪,,,,,,,","
洽溪,,,桃園市,121.194,24.9448,,"24.9448,121.194"
洽溪溪,,,,,,,","
流東溪,,,新竹縣,120.96,24.7004,,"24.7004,120.96"
流東溪,,,苗栗縣,120.96,24.7004,,"24.7004,120.96"
流麻溝,,,,,,,","
流壁下坑,,,苗栗縣,120.886,24.3214,,"24.3214,120.886"
流興溪,,,,,,,","
流藤坑溪,,,臺南市,120.574,23.1112,,"23.1112,120.574"
流籐坑溪,,,,,,,","
炭坑,,,彰化縣,120.578,23.9992,,"23.9992,120.578"
炭寮坑,,,臺南市,120.533,23.2099,,"23.2099,120.533"
炭寮坑,,,,,,,","
珍東坑,,,臺中市,120.778,24.2875,,"24.2875,120.778"
界橋溪,,,臺東縣,121.381,23.2268,,"23.2268,121.381"
相思湖,,,新竹市,120.989,24.7914,,"24.7914,120.989"
相原溪,,,,,,,","
眉原溪,,,南投縣,120.95,24.0703,,"24.0703,120.95"
眉溪,,,南投縣,120.992,23.9812,,"23.9812,120.992"
眉溪,Q15945013,,南投縣,,,,","
眉溪,,,南投縣仁愛鄉,,,,","
砂仔坑溝,,,臺南市,120.37,22.9114,,"22.9114,120.37"
砂卡礑溪,,,花蓮縣,121.623,24.192,,"24.192,121.623"
砂卡礑溪,,,,,,,","
砂崙河,,,屏東縣,120.547,22.4838,,"22.4838,120.547"
科仔林溪,,,嘉義縣阿里山鄉,,,,","
科底溪,,,嘉義縣竹崎鄉,,,,","
科蘭溪,,,花蓮縣,121.507,24.1298,,"24.1298,121.507"
科蘭溪,,,,,,,","
穿龍圳山幹線,,,苗栗縣,120.835,24.4993,,"24.4993,120.835"
穿龍圳北幹線,,,苗栗縣,120.83,24.4739,,"24.4739,120.83"
穿龍圳南幹線,,,苗栗縣,120.831,24.4667,,"24.4667,120.831"
竿蓁林溪,,,,,,,","
紅土厝埤,,,桃園市,121.178,25.0257,,"25.0257,121.178"
紅土溪,,,屏東縣,120.867,22.0886,,"22.0886,120.867"
紅毛港,,,新竹縣,120.964,24.9046,,"24.9046,120.964"
紅毛溪,,,臺東縣,121.392,23.1458,,"23.1458,121.392"
紅水仙溪,,,新北市,121.382,25.1287,,"25.1287,121.382"
紅水仙溪,Q16929190,水仙溪,新北市,,,,","
紅水仙溪,,,,,,,","
紅水坑溪,,,,,,,","
紅水瑔溪,,,臺南市,120.433,23.0166,,"23.0166,120.433"
紅仔抖坑,,,苗栗縣,120.898,24.3138,,"24.3138,120.898"
紅仙泉坑,,,臺中市,120.762,24.0252,,"24.0252,120.762"
紅石溪,,,臺東縣,121.164,23.0676,,"23.0676,121.164"
紅石溪,#N/A,,臺東縣,,,,","
紅石溪,,,台東,,,,","
紅花園坑溝,,,高雄市,120.498,23.0114,,"23.0114,120.498"
紅泉坑,,,臺南市,120.418,23.226,,"23.226,120.418"
紅埤,,,桃園市,121.203,24.8891,,"24.8891,121.203"
紅菜坑,,,臺中市,120.776,24.198,,"24.198,120.776"
紅葉圳,,,臺東縣,121.065,22.9018,,"22.9018,121.065"
紅葉溪,,,花蓮縣,121.311,23.5101,,"23.5101,121.311"
紅葉溪,Q17032292,,花蓮縣,,,,","
紅葉溪,,,台東、花蓮縣卓溪鄉,,,,","
紅達拉溪,,,宜蘭,,,,","
紅橋溪,,,屏東縣,120.578,22.7956,,"22.7956,120.578"
紅糖埤,,,桃園市,121.09,25.0182,,"25.0182,121.09"
紅頭溪,,,台東縣,121.553,22.0263,,"22.0263,121.553"
紅頭溪,,,臺東縣,121.553,22.0263,,"22.0263,121.553"
美好里漁港,,,嘉義縣,120.12,23.3416,,"23.3416,120.12"
美秀溪,,,,120.772,23.1897,,"23.1897,120.772"
美秀溪,,,高雄市,120.772,23.1897,,"23.1897,120.772"
美崙溪,,娑婆礑溪,,121.566,24.0024,,"24.0024,121.566"
美崙溪,Q17025918,,花蓮縣,,,,","
美崙溪,,,,,,,","
美崙溪(娑婆礑溪),,,花蓮縣,121.566,24.0071,,"24.0071,121.566"
美雅溪,,,高雄市,120.685,22.9228,,"22.9228,120.685"
美濃溪,,,高雄市,120.487,22.8548,,"22.8548,120.487"
美濃溪,Q15920985,,高雄市,,,,","
美濃溪,,,,,,,","
美優溪,,,,121.383,24.4429,,"24.4429,121.383"
美優溪,,,宜蘭縣,121.383,24.4429,,"24.4429,121.383"
美優溪,#N/A,,宜蘭縣,,,,","
美優溪,,,宜蘭,,,,","
美羅坑溝,,,高雄市,120.38,22.8893,,"22.8893,120.38"
美羅溪,,,,121.398,24.4396,,"24.4396,121.398"
美羅溪,,,宜蘭縣,121.398,24.4396,,"24.4396,121.398"
美羅溪,,,宜蘭,,,,","
耶克糾溪,,,宜蘭,,,,","
胡桶小坑排水溝,,,宜蘭縣,121.753,24.6246,,"24.6246,121.753"
苑裡溪,,大埔溪,,120.685,24.4351,,"24.4351,120.685"
苑裡溪,Q17030150,,苗栗縣,,,,","
苑裡溪,,,,,,,","
苑裡溪(大埔溪),,,苗栗縣,120.657,24.4495,,"24.4495,120.657"
苑裡漁港,,,苗栗縣,120.65,24.461,,"24.461,120.65"
苓仔溪,,苓仔齋溪,,121.441,23.4446,,"23.4446,121.441"
苓仔溪,#N/A,苓雅溪,花蓮縣,,,,","
苓仔溪(苓仔齋溪),,,花蓮縣,121.402,23.4657,,"23.4657,121.402"
苦仔坑溪,,,,,,,","
苦瓜寮坑,,,彰化縣,120.574,24.0342,,"24.0342,120.574"
苦竹溪,,,屏東縣,120.626,22.4188,,"22.4188,120.626"
苦林坑,,,臺中市,120.877,24.2864,,"24.2864,120.877"
苦苓湖溪,,,臺南市,120.402,22.936,,"22.936,120.402"
苦苓腳排水,,,南投縣,120.649,23.9293,,"23.9293,120.649"
苦苓腳溪,,,嘉義縣,120.6,23.3682,,"23.3682,120.6"
苧仔寮坑,,,臺南市,120.6,23.2243,,"23.2243,120.6"
苧園坑,,,臺中市,120.737,24.1667,,"24.1667,120.737"
茂安溪,#N/A,,宜蘭縣,,,,","
茄冬坑,,,苗栗縣,120.777,24.4578,,"24.4578,120.777"
茄苳坑,,,桃園市,121.318,24.8638,,"24.8638,121.318"
茄苳排水,,,南投縣,120.675,23.8863,,"23.8863,120.675"
茄苳湖,,,臺南市,120.316,22.9839,,"22.9839,120.316"
茄苳溪,,,新竹縣,120.43,22.9374,,"22.9374,120.43"
茄苳溪,,,高雄市,120.43,22.9374,,"22.9374,120.43"
茄苳溪,,,桃園市,120.43,22.9374,,"22.9374,120.43"
茄苳溪,,,新北市,120.43,22.9374,,"22.9374,120.43"
茄苳溪,,,臺南市,120.43,22.9374,,"22.9374,120.43"
茄苳溪,Q16929285,,新北市,,,,","
茄苳溪,Q17194226,,桃園市,,,,","
茄苳溪,N/A,,臺南市,,,,","
茄苳溪,,,台南市東山區,,,,","
茄苳溪,,,,,,,","
茄苳腳排水溝,,,南投縣,120.678,23.8931,,"23.8931,120.678"
茄苳寮溪,,,臺中市,120.808,24.1522,,"24.1522,120.808"
茄苳樹坑,,,南投縣,120.857,24.098,,"24.098,120.857"
茄苳瀑布,,,新北市,121.679,25.048,,"25.048,121.679"
茄荖溪,,,彰化縣,120.643,24.0083,,"24.0083,120.643"
茄荖溪,,,南投縣,120.643,24.0083,,"24.0083,120.643"
茄荖溪,,,,,,,","
茅仔埔圳,,,苗栗縣,120.759,24.5311,,"24.5311,120.759"
茅埔圳,,,南投縣,120.886,23.983,,"23.983,120.886"
茅埔坑,,,南投縣,120.887,23.9918,,"23.9918,120.887"
茅草山溝,,,高雄市,120.4,22.9046,,"22.9046,120.4"
軍功寮溪,,龍眼林溪,,120.695,23.9236,,"23.9236,120.695"
軍功寮溪(龍眼林溪),,,南投縣,120.695,23.9236,,"23.9236,120.695"
重安溪,,,臺東縣,121.36,23.1844,,"23.1844,121.36"
重安溪,,,,,,,","
重嶺溪,,,,,,,","
面埔前溪,,,高雄市,120.394,22.7692,,"22.7692,120.394"
韭菜坑,,,新竹市,120.945,24.7712,,"24.7712,120.945"
韭菜湖溪,,,南投縣,120.862,23.9548,,"23.9548,120.862"
風尾坑,,,桃園市,121.331,25.0192,,"25.0192,121.331"
風美溪,,,苗栗縣,121.026,24.5145,,"24.5145,121.026"
風美溪,,,,,,,","
風櫃口埤,,,桃園市,121.219,24.8423,,"24.8423,121.219"
風騷溝,,,臺中市,120.559,24.2294,,"24.2294,120.559"
飛鳳溪,Q64358797,,苗栗縣,,,,","
食水坑,,,南投縣,120.758,23.9961,,"23.9961,120.758"
食水坑,,,苗栗縣,120.914,24.5,,"24.5,120.914"
食水坑,,,臺中市,120.914,24.5,,"24.5,120.914"
食水嵙溪,,,臺中市,120.791,24.2209,,"24.2209,120.791"
食水嵙溪,Q16929454,,臺中市,,,,","
食水嵙溪,,,,,,,","
香茅坑,,,南投縣,120.892,23.7536,,"23.7536,120.892"
香菇溪,,,臺中市,121.332,24.3496,,"24.3496,121.332"
香菇溪,,,,,,,","
倉庫溪,,,南投縣,120.878,23.6176,,"23.6176,120.878"
倒孔山溪,,,,,,,","
倒踏坑,,,南投縣,120.638,23.6412,,"23.6412,120.638"
倒踏坑,,,,,,,","
凍子腳溪,,,嘉義縣,120.533,23.3768,,"23.3768,120.533"
員山溪,,,宜蘭,,,,","
員林坑溪,,,桃園市,121.328,25.0446,,"25.0446,121.328"
員潭子一圳,,,新北市,121.65,25.2054,,"25.2054,121.65"
員潭子三圳,,,新北市,121.65,25.209,,"25.209,121.65"
員潭坑,,,新北市,121.565,24.9574,,"24.9574,121.565"
員潭溪,,,新北市,121.645,25.1925,,"25.1925,121.645"
員潭溪,Q10922374,,新北市,,,,","
員潭溪,,,,,,,","
埔心大埤,,,桃園市,121.222,25.0532,,"25.0532,121.222"
埔心溪,,,桃園市,121.205,25.0901,,"25.0901,121.205"
埔心溪,Q21041593,,桃園市,,,,","
埔心溪,,,,,,,","
埔坑,,,臺中市,120.797,24.1241,,"24.1241,120.797"
埔坪溪,Q10930142,,新北市,,,,","
埔坪溪,,,,,,,","
埔羌溪,,,屏東縣,120.572,22.7768,,"22.7768,120.572"
埔羌溪,,,,,,,","
埔頂埤,,,桃園市,121.097,25.0405,,"25.0405,121.097"
埔萎林坑,,,彰化縣,120.594,23.9334,,"23.9334,120.594"
埔萎林坑,,,南投縣,120.634,23.9341,,"23.9341,120.634"
埔頭圳,,,新北市,121.504,25.2523,,"25.2523,121.504"
埔頭坑溪,,,,121.518,25.2481,,"25.2481,121.518"
埔頭坑溪,,,新北市,121.509,25.2622,,"25.2622,121.509"
埔頭溪,,,高雄市,120.71,23.1421,,"23.1421,120.71"
埔頭溪,,,,,,,","
宵里溪,,,臺南市,120.437,23.1421,,"23.1421,120.437"
射寮港,,,屏東縣,120.706,22.0563,,"22.0563,120.706"
峨眉湖(大埔水庫),,,新竹縣,120.984,24.6779,,"24.6779,120.984"
峨眉溪,,,苗栗縣,120.983,24.6695,,"24.6695,120.983"
峨眉溪,,,新竹縣,120.99,24.6843,,"24.6843,120.99"
峨眉溪,Q11051813,,苗栗縣,,,,","
峨眉溪,,,苗栗,,,,","
峨眉溪,,,,,,,","
崁頂坑溪,,,雲林縣,120.593,23.6887,,"23.6887,120.593"
崁頂坑溪,,,,,,,","
崁頂溪,,,臺東縣,121.128,23.0522,,"23.0522,121.128"
崁頂溪,,,雲林縣,120.557,23.6313,,"23.6313,120.557"
崁頂溪,Q35299592,,臺東縣,,,,","
崁頂溪,,,台東,,,,","
崁腳圳,,,新北市,121.451,25.1958,,"25.1958,121.451"
崁腳埤,,,桃園市,121.2,25.0491,,"25.0491,121.2"
崁頭溪,,,屏東縣,120.63,22.4117,,"22.4117,120.63"
崁頭溪,,,新竹縣,121.016,24.9017,,"24.9017,121.016"
崁頭溪,,,,,,,","
庫志溪,,,桃園市,121.386,24.811,,"24.811,121.386"
庫拉濃溪,,,臺東縣,120.967,22.6136,,"22.6136,120.967"
徐家池塘,,,桃園市,121.198,24.8896,,"24.8896,121.198"
朗島西溪,,,台東縣,,,,","
朗島東溪,,,台東縣,121.542,22.0758,,"22.0758,121.542"
朗島東溪,,,臺東縣,121.542,22.0758,,"22.0758,121.542"
柴坑,,,彰化縣,120.599,23.9697,,"23.9697,120.599"
柴頭港溪,,,臺南市,120.209,23.0228,,"23.0228,120.209"
柴頭港溪,,,,,,,","
柴頭港溪排水,#N/A,柴頭港溪,臺南市,,,,","
柴頭溪,,,,,,,","
格仔坑溪,,,臺南市,120.483,23.2128,,"23.2128,120.483"
桂安漁港,,,新北市,121.962,25.022,,"25.022,121.962"
桂竹林坑,,,臺中市,120.874,24.2651,,"24.2651,120.874"
桂竹林河,,,苗栗縣,120.882,24.462,,"24.462,120.882"
桂林坑,,,苗栗縣,120.86,24.3426,,"24.3426,120.86"
桃山溪,,,,,,,","
桃仔腳導水線,,,嘉義縣,120.498,23.5916,,"23.5916,120.498"
桃米溪,,,南投縣,120.919,23.9315,,"23.9315,120.919"
桃米溪,,,,,,,","
桃源溪,,,高雄市,120.737,23.1798,,"23.1798,120.737"
桑洞溪,,,苗栗縣,120.773,24.5396,,"24.5396,120.773"
泰平溪,,,新竹縣,121.338,24.6807,,"24.6807,121.338"
泰平溪,,,桃園市,121.338,24.6807,,"24.6807,121.338"
泰平溪,,,新北市,121.338,24.6807,,"24.6807,121.338"
泰平溪,,,,,,,","
泰西圳,,,苗栗縣,120.953,24.466,,"24.466,120.953"
泰林溪,,,花蓮縣,121.387,23.4536,,"23.4536,121.387"
泰崗溪,,,新竹縣,121.307,24.605,,"24.605,121.307"
泰崗溪,Q34906353,,新竹縣,,,,","
泰崗溪,,,,,,,","
泰源南溪,,,臺東縣,121.208,22.9374,,"22.9374,121.208"
浮圳排水溝,,,臺中市,120.752,24.2805,,"24.2805,120.752"
浮洲溪,,,宜蘭縣,121.71,24.7094,,"24.7094,121.71"
浮洲溪,,,,,,,","
海口上圳,,,苗栗縣,120.746,24.5922,,"24.5922,120.746"
海口圳,,,苗栗縣,120.75,24.5807,,"24.5807,120.75"
海口埤,,,桃園市,121.239,25.1038,,"25.1038,121.239"
海口港,,,屏東縣,120.715,22.0912,,"22.0912,120.715"
海水川溪,,,,,,,","
海汕小港,,,高雄市,120.331,22.5394,,"22.5394,120.331"
海老溪,,,臺東縣,121.388,23.1861,,"23.1861,121.388"
海尾溪,,,新北市,121.504,25.2359,,"25.2359,121.504"
海岸漁港,,,苗栗縣,120.633,24.4469,,"24.4469,120.633"
海軍軍港,,,高雄市,120.267,22.6952,,"22.6952,120.267"
海湖埤,,,桃園市,121.225,25.1042,,"25.1042,121.225"
海湖溝,,,桃園市,121.257,25.1022,,"25.1022,121.257"
海豐崙溪,,,雲林縣,120.562,23.718,,"23.718,120.562"
海豐崙溪,#N/A,,雲林縣,,,,","
烏山農塘,,,高雄市,120.42,22.8324,,"22.8324,120.42"
烏山頭水庫(珊瑚潭),,,臺南市,120.391,23.1975,,"23.1975,120.391"
烏山頭水庫主流,,,臺南市,120.423,23.2131,,"23.2131,120.423"
烏山頭水庫主流,,,,,,,","
烏牛欄溪,,,臺中市,120.732,24.2349,,"24.2349,120.732"
烏牛欄溪,#N/A,,臺中市,,,,","
烏牛欄溪,,,,,,,","
烏仙崙溪,,,高雄市,120.382,22.9181,,"22.9181,120.382"
烏仙崙溪,,,臺南市,120.382,22.9181,,"22.9181,120.382"
烏瓦拉鼻溪,,,,,,,","
烏石坑溪,,,臺中市,120.928,24.2966,,"24.2966,120.928"
烏石坑溪,Q34940259,,臺中市,,,,","
烏石坑溪,,,台中市,,,,","
烏石坑溪上流,,,臺中市,120.964,24.2529,,"24.2529,120.964"
烏石漁港,,,宜蘭縣,121.837,24.8668,,"24.8668,121.837"
烏石鼻漁港,,,臺東縣,121.419,23.2272,,"23.2272,121.419"
烏來溪,,,,,,,","
烏砂溪,,,,,,,","
烏乾坑溪,,,南投縣,120.905,23.5381,,"23.5381,120.905"
烏乾坑溪,,,,,,,","
烏塗溪,,,新北市,121.659,24.9835,,"24.9835,121.659"
烏塗溪,Q34940335,,新北市,,,,","
烏塗溪,,,,,,,","
烏溪,,,南投縣,120.721,24.0091,,"24.0091,120.721"
烏溪,,,臺中市,120.721,24.0091,,"24.0091,120.721"
烏溪,,大肚溪,,120.52,24.1479,,"24.1479,120.52"
烏溪,Q5208125,大肚溪,臺中市,,,,","
烏溪,,,,,,,","
烏溪(大肚溪),,,彰化縣,120.516,24.1749,,"24.1749,120.516"
烏溪(大肚溪),,,臺中市,120.516,24.1749,,"24.1749,120.516"
烏萬溪,,,臺東縣,120.871,22.3806,,"22.3806,120.871"
烏萬溪,Q17039533,,臺東縣,,,,","
烏萬溪,,,,,,,","
烏爾托博哈溪,,,臺東縣,120.956,22.773,,"22.773,120.956"
烏爾托博哈溪,,,,,,,","
特富野溪,,,,,,,","
珠子山圳,,,南投縣,120.951,23.9459,,"23.9459,120.951"
班芝埔溪,,油礦溪,,120.638,23.1117,,"23.1117,120.638"
班芝埔溪,,,,,,,","
班芝埔溪(油礦溪),,,高雄市,120.605,23.0882,,"23.0882,120.605"
留茂安溪,,,宜蘭縣,121.451,24.5177,,"24.5177,121.451"
留茂安溪,Q35331521,,宜蘭縣,,,,","
留茂安溪,,,宜蘭,,,,","
益則坑,,,南投縣,120.923,23.7977,,"23.7977,120.923"
真柄溪,,,臺東縣,121.432,23.3587,,"23.3587,121.432"
真柄溪,Q17040733,馬海溪,臺東縣,,,,","
真柄溪,,,,,,,","
破圳,,,桃園市,121.161,25.0587,,"25.0587,121.161"
破礑溪,,,宜蘭縣,121.562,24.6936,,"24.6936,121.562"
破礑溪,#N/A,,宜蘭縣,,,,","
破礑溪,,,,,,,","
神秘谷,,,苗栗縣,120.909,24.5893,,"24.5893,120.909"
粉鳥林漁港,,,宜蘭縣,121.842,24.4983,,"24.4983,121.842"
純青湖,,,桃園市,121.18,24.9243,,"24.9243,121.18"
紙寮坑,,,南投縣,120.93,23.9384,,"23.9384,120.93"
索那拉溪,,,臺東縣,120.917,22.7374,,"22.7374,120.917"
索那拉溪,,,,,,,","
翁子社溪,,,臺中市,120.746,24.269,,"24.269,120.746"
翁子社溪,,,,,,,","
能高大圳西幹線,,,南投縣,120.963,24.0326,,"24.0326,120.963"
能高大圳東幹線,,,南投縣,120.973,24.0224,,"24.0224,120.973"
能高清水溪,,,,,,,","
臭水西溝,,,花蓮縣,121.258,23.129,,"23.129,121.258"
臭水東溝,,,花蓮縣,121.264,23.136,,"23.136,121.264"
臭水溝,,,花蓮縣,121.264,23.1408,,"23.1408,121.264"
茲那谷溪,,,宜蘭縣,121.404,24.4569,,"24.4569,121.404"
茶茶牙頓溪,,,臺東縣,120.769,22.3884,,"22.3884,120.769"
茶茶牙頓溪,,,,,,,","
茶壺溪,,,,,,,","
茶寮埤,,,桃園市,121.147,25.0335,,"25.0335,121.147"
茸坑溪,,,,,,,","
草人坑,,,臺南市,120.588,23.1541,,"23.1541,120.588"
草人坑,,,,,,,","
草山溪,,,屏東縣,120.444,22.9882,,"22.9882,120.444"
草山溪,,,高雄市,120.444,22.9882,,"22.9882,120.444"
草山溪,,,臺南市,120.426,23.0137,,"23.0137,120.426"
草山溪,,沙美箕溪,,120.612,23.3621,,"23.3621,120.612"
草山溪,,,,,,,","
草山溪(沙美箕溪),,,嘉義縣,120.602,23.3185,,"23.3185,120.602"
草圣溝,,,高雄市,120.371,22.9017,,"22.9017,120.371"
草厝溪,,,臺中市,120.568,24.3525,,"24.3525,120.568"
草厝溪,,,,,,,","
草埤,,,桃園市,121.127,25.0186,,"25.0186,121.127"
草湖溪,,,臺中市,120.687,24.0701,,"24.0701,120.687"
草湖溪,Q15932642,,臺中市,,,,","
草湖溪,,,台中,,,,","
草湖溪,,,,,,,","
草湳坡,,,宜蘭縣,121.735,24.8265,,"24.8265,121.735"
草溪,,,南投縣,120.654,23.9796,,"23.9796,120.654"
草寮坑,,,臺中市,120.789,24.0687,,"24.0687,120.789"
草潭埤灌溉排水路,,,高雄市,120.298,22.7276,,"22.7276,120.298"
草嶺溪,,,桃園市,121.3,24.8558,,"24.8558,121.3"
草濫埤,,,新北市,121.625,25.0622,,"25.0622,121.625"
草濫溪,,,新北市,121.627,25.0666,,"25.0666,121.627"
草濫溪,Q16929288,,新北市,,,,","
草濫溪,,,,,,,","
草蘭溪,,,高雄市,120.651,23.2463,,"23.2463,120.651"
草蘭溪,,,,,,,","
荖土坑,,,臺南市,120.533,23.2071,,"23.2071,120.533"
荖伙坑溪,,,臺南市,120.534,23.2181,,"23.2181,120.534"
荖溪,,,花蓮縣,121.461,23.8973,,"23.8973,121.461"
荖溪,#N/A,,花蓮縣,,,,","
荖寮坑,,,新北市,121.955,25.0142,,"25.0142,121.955"
荖濃溪,,,屏東縣,120.563,22.8396,,"22.8396,120.563"
荖濃溪,,,高雄市,120.581,22.8559,,"22.8559,120.581"
荖濃溪,,,南投縣,120.985,23.4441,,"23.4441,120.985"
荖濃溪,Q6487931,,高雄市,,,,","
蚊子坑,,,新北市,121.906,25.0829,,"25.0829,121.906"
蚊子坑漁港,,,新北市,121.916,25.0793,,"25.0793,121.916"
蚋仔溪,,,新北市,121.445,24.8485,,"24.8485,121.445"
蚋仔溪,,,,,,,","
袁屋埤,,,桃園市,121.254,24.9558,,"24.9558,121.254"
財主溪,,,,,,,","
貢寮溪,,,新北市,121.637,25.1722,,"25.1722,121.637"
起拉嚕溪,,,花蓮縣,121.498,23.5354,,"23.5354,121.498"
郝馬戛班溪,,,南投縣,120.855,23.518,,"23.518,120.855"
郡大北溪,,,南投縣,121.135,23.5637,,"23.5637,121.135"
